street,suburb,government_area,market,country,country_code,type,Latitude,Longitude,is_location_exact
New York,Manhattan,Upper West Side,New York,United States,US,Point,40.79962,-73.96523,False
Brooklyn,Greenpoint,Greenpoint,New York,United States,US,Point,40.72778,-73.94472,True
Rio de Janeiro,Catete,Catete,Rio De Janeiro,Brazil,BR,Point,-22.92638234778768,-43.18015675229857,True
Rio de Janeiro,Lagoa,Lagoa,Rio De Janeiro,Brazil,BR,Point,-22.971950988341877,-43.20504708263344,True
Montréal,Hochelaga-Maisonneuve,Mercier-Hochelaga-Maisonneuve,Montreal,Canada,CA,Point,45.54548,-73.54949,False
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28158,114.15027,True
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.40082,2.16942,True
Brooklyn,Brooklyn,Bushwick,New York,United States,US,Point,40.69791,-73.93615,True
Kadıköy,Moda,Kadikoy,Istanbul,Turkey,TR,Point,40.98585,29.03133,True
Montréal,Mile End,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51889,-73.59111,True
Rio de Janeiro,Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,Point,-22.96625355173965,-43.23074991429229,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.98433936006781,-43.19084919446341,False
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52233,-73.57383,True
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30469,114.17158,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.1413,-8.61308,False
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.28634,-157.83919,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.15225,-8.61123,False
Rio de Janeiro,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.00035792660916,-43.4311123147628,False
Surry Hills,Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.88029,151.21554,True
Darlinghurst,Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.87603,151.21346,False
Fatih ,Fatih,Fatih,Istanbul,Turkey,TR,Point,41.0062,28.98009,False
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03777,28.95825,False
New York,Manhattan,Chelsea,New York,United States,US,Point,40.74577,-74.00074,True
Rozelle,Lilyfield/Rozelle,Leichhardt,Sydney,Australia,AU,Point,-33.86296,151.17956,True
New York,Upper East Side,Upper East Side,New York,United States,US,Point,40.7664,-73.95854,False
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04841,28.98713,False
Hong Kong ,Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,22.3314,114.1669,True
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.04772,28.98818,False
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.1543,-8.60867,False
Rio de Janeiro,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.93054146036793,-43.1825954762751,False
New York,Manhattan,Lower East Side,New York,United States,US,Point,40.72063,-73.98944,False
Vila do Conde,Porto,Vila do Conde,Porto,Portugal,PT,Point,41.3596,-8.75383,False
Queens,Queens,Jackson Heights,New York,United States,US,Point,40.74953,-73.88025,True
Queens,Queens,Briarwood,New York,United States,US,Point,40.71485,-73.82257,True
Kailua-Kona,Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.5702,-155.96445,True
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,Point,40.71552,-73.93869,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28422,114.15007,True
Hong Kong,Hong Kong,Islands,Hong Kong,Hong Kong,HK,Point,22.27671,113.92823,False
Narrabeen,Sydney,Warringah,Sydney,Australia,AU,Point,-33.71472,151.29792,True
Istanbul,Istanbul,Sariyer,Istanbul,Turkey,TR,Point,41.12452,29.03693,False
Montreal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52028,-73.58774,True
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31655,114.17034,True
Hong Kong,Mong Kok,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31723,114.17073,True
New York,Manhattan,East Harlem,New York,United States,US,Point,40.79805,-73.93943,True
Fairlight,Fairlight,Manly,Sydney,Australia,AU,Point,-33.79629,151.26969,False
Lahaina,Maui,Lahaina,Maui,United States,US,Point,20.96996,-156.68012,True
Rio de Janeiro,Vila Isabel,Vila Isabel,Rio De Janeiro,Brazil,BR,Point,-22.91500935448249,-43.24277868091869,False
Zeytinburnu,Istanbul,Zeytinburnu,Istanbul,Turkey,TR,Point,40.99667,28.89964,False
Rio de Janeiro,Rio De Janeiro,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.980051683700506,-43.1998455458952,False
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.96270793328072,-43.17714541632985,False
Rio de Janeiro,Recreio dos Bandeirantes,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.008710784460312,-43.45296045334386,True
Rio de Janeiro,Tijuca,Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.936203246553816,-43.247421907135774,False
Coogee,Coogee,Randwick,Sydney,Australia,AU,Point,-33.92398,151.25541,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14404,-8.61205,False
Waianae,Leeward Side,Waianae,Oahu,United States,US,Point,21.4818,-158.20291,True
Volcano,Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.42151,-155.21763,False
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98034625363379,-43.20056249420509,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.011117008024065,-43.36831676949888,True
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.983108745795256,-43.20465630892734,False
Rio de Janeiro,Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,Point,-22.93848268819496,-43.17645081249057,False
New York,Upper West Side,Upper West Side,New York,United States,US,Point,40.78558,-73.9696,True
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,Point,40.71577,-73.96053,True
Istanbul,Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.03326,28.98538,True
Bronx,Tremont,Fordham,New York,United States,US,Point,40.85598,-73.90052,True
Şişli,Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.98837,29.06064,False
Laie,Ko'olauloa,Koolauloa,Oahu,United States,US,Point,21.63549,-157.91952,True
Hong Kong,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29663,114.17088,True
Waialua,Oʻahu,North Shore Oahu,Oahu,United States,US,Point,21.57561,-158.1602,False
Rio de Janeiro,Rio De Janeiro,Anil,Rio De Janeiro,Brazil,BR,Point,-22.94836549045056,-43.33496705036137,True
Rio de Janeiro,Rio De Janeiro,Tanque,Rio De Janeiro,Brazil,BR,Point,-22.91636184358952,-43.37035220190699,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.004633399469007,-43.3089745798612,False
Istanbul,Beşiktaş,Sariyer,Istanbul,Turkey,TR,Point,41.08835,29.05108,False
Porto,Porto,Bonfim,Porto,Portugal,PT,Point,41.16246,-8.60069,True
Rio de Janeiro,Catete,Catete,Rio De Janeiro,Brazil,BR,Point,-22.93171589917869,-43.17888629206925,False
Beşiktaş,Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.05197,29.02519,True
Kihei,Maui,Kihei-Makena,Maui,United States,US,Point,20.78621,-156.46881,True
Sham Shui Po,Sham Shui Po,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,22.32733,114.16262,False
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.963149303022146,-43.1779488969792,True
Matosinhos,Porto,Matosinhos e Leça da Palmeira,Porto,Portugal,PT,Point,41.17544,-8.68887,False
Rio de Janeiro,São Conrado,São Conrado,Rio De Janeiro,Brazil,BR,Point,-22.99391888061395,-43.27502007153333,False
Porto,Porto,Bonfim,Porto,Portugal,PT,Point,41.1462,-8.59275,True
Kailua-Kona,Island of Hawaiʻi,North Kona,The Big Island,United States,US,Point,19.61318,-155.97349,False
Rushcutters Bay,Elizabeth Bay/Rushcutters Bay,Sydney,Sydney,Australia,AU,Point,-33.87604,151.22559,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.008991691724663,-43.35397067257831,False
Marrickville,Marrickville,Marrickville,Sydney,Australia,AU,Point,-33.90318,151.15036,False
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,Point,40.70687,-73.93981,True
Balgowlah,Balgowlah,Manly,Sydney,Australia,AU,Point,-33.7975,151.26108,True
Greenwich,Greenwich,Lane Cove,Sydney,Australia,AU,Point,-33.8289,151.18563,True
Beyoğlu,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03735,28.97477,False
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.009702689174244,-43.32231287289854,True
Hilo,Island of Hawaiʻi,South Hilo,The Big Island,United States,US,Point,19.73108,-155.09259,True
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98255730525777,-43.20577175003696,False
Barcelona,Can Baro,Can Baró,Barcelona,Spain,ES,Point,41.41582,2.15836,True
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.941321220162784,-43.17933175178738,False
Bondi Beach,Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.8872,151.27448,False
Mongkok,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.32074,114.17094,False
Barcelona,Eixample,el Fort Pienc,Barcelona,Spain,ES,Point,41.40087,2.17963,True
Brooklyn,Fort Greene,Fort Greene,New York,United States,US,Point,40.69406,-73.98102,True
New York,Manhattan,Harlem,New York,United States,US,Point,40.80708,-73.95211,True
Sheung Wan,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28351,114.15241,True
New York,Lower East Side,Lower East Side,New York,United States,US,Point,40.71823,-73.98319,True
铜锣湾,Eastern District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.28186,114.18651,True
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.29561,-157.78578,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.011124595436097,-43.32984175609327,True
Rio de Janeiro,Jardim Botânico,Jardim Botânico,Rio De Janeiro,Brazil,BR,Point,-22.96448811710617,-43.22076222600562,False
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14106,-8.61279,False
Rio de Janeiro,Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,Point,-22.917475613135107,-43.17823402580154,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14295,-8.61602,False
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52517,-73.60137,True
Quarry Bay,Quarry Bay,Eastern,Hong Kong,Hong Kong,HK,Point,22.29099,114.20854,False
Rio de Janeiro,Bonsucesso,Bonsucesso,Rio De Janeiro,Brazil,BR,Point,-22.862647394041375,-43.24972983198035,True
Brooklyn,Brooklyn,South Slope,New York,United States,US,Point,40.6651,-73.98307,True
Princeville,Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.22739,-159.48653,True
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.05261,28.99363,False
Porto,Porto,Bonfim,Porto,Portugal,PT,Point,41.14684,-8.60106,True
Beyoğlu,Taksim,Beyoglu,Istanbul,Turkey,TR,Point,41.03445,28.98789,True
Hong Kong,Mid-Levels,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28028,114.15315,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.976504206582877,-43.189916447135005,False
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.308,114.16558,True
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.98825,29.02588,True
Keaau,Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.56081,-155.02503,True
Istanbul,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03406,28.97994,False
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.16093,-8.6114,True
Brooklyn,Fort Greene,Fort Greene,New York,United States,US,Point,40.6884,-73.97527,True
Barcelona,el Fort Pienc,el Fort Pienc,Barcelona,Spain,ES,Point,41.39716,2.18146,True
Barcelona,Sant Martí,el Clot,Barcelona,Spain,ES,Point,41.41254,2.19057,True
Barcelona,Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.41035,2.17519,True
Istanbul,Fatih,Fatih,Istanbul,Turkey,TR,Point,41.03301,28.94457,True
Barcelona,Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.38475,2.14596,True
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,Point,40.70528,-73.94384,True
Üsküdar,Üsküdar,Uskudar,Istanbul,Turkey,TR,Point,41.01499,29.08565,False
Newport,Sydney,Pittwater,Sydney,Australia,AU,Point,-33.65212,151.31572,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.01216083013239,-43.43656065280531,False
Barcelona,Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.40686,2.15533,True
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.00878356989572,-43.343027190397,True
Barcelona,El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,Point,41.38049,2.17778,True
Hong Kong,Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28582,114.15202,True
New York,Morningside Heights,Morningside Heights,New York,United States,US,Point,40.80732,-73.9648,True
Rio de Janeiro,São Cristóvão,São Cristóvão,Rio De Janeiro,Brazil,BR,Point,-22.89142169593252,-43.21872245840377,True
Sheung Wan,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28354,114.14881,False
Taksim,Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.03376,28.98648,True
Rio de Janeiro,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.9313871086666,-43.17974071338275,False
Shatin ,Hong Kong,Tsuen Wan,Hong Kong,Hong Kong,HK,Point,22.40547,114.12074,False
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.964922391816017,-43.17596611897592,True
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.98416287210616,-43.22120070184858,False
Brooklyn,Brooklyn,Crown Heights,New York,United States,US,Point,40.67414,-73.95667,True
Petersham,Petersham,Marrickville,Sydney,Australia,AU,Point,-33.89931,151.15851,True
Rio de Janeiro,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.938257466286093,-43.1838890521465,False
New York,Midtown,Hell's Kitchen,New York,United States,US,Point,40.76438,-73.99482,True
Brooklyn,Flatbush,East Flatbush,New York,United States,US,Point,40.6536,-73.94883,True
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98376501071312,-43.19841687233581,False
Brooklyn,Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.69034,-73.95321,True
Honolulu,Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.2837,-157.83937,True
九龍,Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30549,114.17127,False
Jamaica ,Jamaica,Jamaica,New York,United States,US,Point,40.68135,-73.77835,False
New York,East Village,East Village,New York,United States,US,Point,40.72808,-73.98763,True
Volcano,Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.43344,-155.2403,True
Brooklyn,Brooklyn,Bay Ridge,New York,United States,US,Point,40.63199,-74.02972,True
Kadıköy,Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.99459,29.03075,False
Barcelona,Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.40349,2.15759,True
büyükada,Istanbul,Adalar,Istanbul,Turkey,TR,Point,40.862,29.11608,False
Honolulu,Waikiki,Primary Urban Center,Oahu,United States,US,Point,21.27971,-157.82696,True
Kailua,Kailua,Koolaupoko,Oahu,United States,US,Point,21.37812,-157.74147,True
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,Point,41.37724,2.17831,True
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30612,114.17237,True
香港,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29643,114.17545,False
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30515,114.17242,True
九龍,Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30692,114.17106,False
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37249,2.15573,True
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.3719,2.16622,True
İstanbul,Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.04095,29.00425,False
Barcelona,El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,Point,41.37783,2.17774,True
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49039,-73.58595,True
New York,Manhattan,East Harlem,New York,United States,US,Point,40.79733,-73.93955,True
Darlinghurst,Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.87521,151.22133,True
Brooklyn,Brooklyn,Boerum Hill,New York,United States,US,Point,40.68779,-73.98517,True
Barcelona,Sants-Montjuïc,el Poble Sec,Barcelona,Spain,ES,Point,41.37479,2.15566,True
Captain Cook,Island of Hawaiʻi,South Kona,The Big Island,United States,US,Point,19.20636,-155.89926,True
Barcelona,Ciutat Vella,Sant Pere,Barcelona,Spain,ES,Point,41.38701,2.17561,True
Barcelona,L'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.39193,2.15255,True
Hong Kong,Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27681,114.18233,True
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.00404,28.98018,False
Kihei,Maui,Kihei-Makena,Maui,United States,US,Point,20.78484,-156.46697,True
New York,Upper West Side,Upper West Side,New York,United States,US,Point,40.78898,-73.97589,False
Beaconsfield,Beaconsfield,Sydney,Sydney,Australia,AU,Point,-33.90987,151.2009,False
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14507,-8.61655,True
Brooklyn,Brooklyn,Bushwick,New York,United States,US,Point,40.70017,-73.92081,True
Tai Hang (Causeway Bay),Causeway Bay,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27928,114.19243,True
Brooklyn,Brooklyn,Bedford-Stuyvesant,New York,United States,US,Point,40.68174,-73.91365,True
Montréal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51028,-73.57179,True
Kailua-Kona,Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.67155,-155.9943,False
Barcelona,Gràcia,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39796,2.16126,True
Rio de Janeiro,Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.98655048520364,-43.23045778723012,False
Fatih,Sultanahmet,Fatih,Istanbul,Turkey,TR,Point,41.01001,28.977,True
Montreal,Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.52572,-73.58677,True
Brooklyn,Williamsburg,Williamsburg,New York,United States,US,Point,40.70998,-73.94854,True
Rio de Janeiro,Rio De Janeiro,Centro,Rio De Janeiro,Brazil,BR,Point,-22.9106385343457,-43.18273634800831,True
Rio de Janeiro,Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,Point,-22.93691870901323,-43.19177327893577,True
Rio de Janeiro,Rio De Janeiro,Recreio dos Bandeirantes,Rio De Janeiro,Brazil,BR,Point,-23.030647771247256,-43.47716330794789,False
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.95295957541284,-43.19254931342515,True
Barcelona,Vilapicina i la Torre Llobeta,Porta,Barcelona,Spain,ES,Point,41.43038,2.17935,True
HK,Hong Kong,Tuen Mun,Hong Kong,Hong Kong,HK,Point,22.38087,113.99074,False
Rio de Janeiro,Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98217661277284,-43.20731407351492,True
Rio de Janeiro,Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,Point,-22.920478977773985,-43.1899284846398,True
Wailuku,Maui,Kihei-Makena,Maui,United States,US,Point,20.79664,-156.5039,True
Şişli,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06018,28.98641,False
Barcelona,El Raval,el Raval,Barcelona,Spain,ES,Point,41.3791,2.16851,True
Porto,Porto,Cedofeita,Porto,Portugal,PT,Point,41.14736,-8.61504,True
Harris Park,Sydney,Parramatta,Sydney,Australia,AU,Point,-33.81861,151.00818,True
Barcelona,Eixample,el Parc i la Llacuna del Poblenou,Barcelona,Spain,ES,Point,41.39142,2.183,True
Montréal,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54904,-73.5824,True
Kihei,Maui,Kihei-Makena,Maui,United States,US,Point,20.69735,-156.4409,True
Montréal,Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54566,-73.59462,False
Kapaa,Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.05273,-159.32835,False
Rio de Janeiro,Rio De Janeiro,Pechincha,Rio De Janeiro,Brazil,BR,Point,-22.93881029842621,-43.356043748726336,False
Barcelona,La Nova Esquerra de l'Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.38005,2.15395,True
Brooklyn,Brooklyn,Williamsburg,New York,United States,US,Point,40.71353,-73.96216,True
Barcelona,Sant Martí,la Verneda i la Pau,Barcelona,Spain,ES,Point,41.42112,2.20085,False
Koloa,Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.88234,-159.47554,True
Fatih,Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00359,28.97622,True
North Sydney,Neutral Bay,North Sydney,Sydney,Australia,AU,Point,-33.84297,151.21478,True
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31871,114.17082,True
Tsim Sha Tsui,Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.2982,114.17366,True
Brooklyn,Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.68683,-73.92922,True
New York,Manhattan,Upper East Side,New York,United States,US,Point,40.78465,-73.95735,True
New York,Manhattan,Two Bridges,New York,United States,US,Point,40.7113,-73.99442,True
Montréal,Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,Point,45.55264,-73.60386,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28491,114.13508,True
Istanbul,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.05766,28.98327,False
Vila Nova de Gaia,Porto,Santa Marinha e São Pedro da Afurada,Porto,Portugal,PT,Point,41.13534,-8.60605,False
Rio de Janeiro,Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-22.98369162798043,-43.38281341435767,True
New York,Manhattan,Nolita,New York,United States,US,Point,40.72182,-73.99449,True
Porto,Porto,Lordelo do Ouro e Massarelos,Porto,Portugal,PT,Point,41.1455,-8.63001,True
Brooklyn,Bushwick,Bushwick,New York,United States,US,Point,40.70126,-73.93285,True
Volcano,Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.43327,-155.22212,True
Rio,Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.984126941422254,-43.2285561930115,True
Rio de Janeiro,Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.941799837438328,-43.179580196689336,False
Göztepe,Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.97602,29.06318,False
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29937,114.17546,True
Montréal,Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51702,-73.57981,True
TR,Istanbul,Adalar,Istanbul,Turkey,TR,Point,40.87794,29.06648,False
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.98581619981152,-43.192297491066334,True
Barcelona,Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.39922,2.15761,True
Bondi,Bondi,Waverley,Sydney,Australia,AU,Point,-33.89605,151.26907,True
Newport Beach,Sydney,Pittwater,Sydney,Australia,AU,Point,-33.662,151.32223,True
Pyrmont,Pyrmont,Sydney,Sydney,Australia,AU,Point,-33.87351,151.1943,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.9680008638951,-43.182415799103794,False
Pedrouços,Porto,Pedrouços,Porto,Portugal,PT,Point,41.18877,-8.58364,True
Barcelona,Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39137,2.17434,True
New York,Manhattan,Midtown,New York,United States,US,Point,40.75482,-73.96776,True
Hong Kong,Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.31915,114.16984,True
HK,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28737,114.14238,True
New York,Manhattan,Nolita,New York,United States,US,Point,40.72404,-73.99529,True
Montréal,Le Plateau,Ville-Marie,Montreal,Canada,CA,Point,45.53481,-73.55985,True
Montréal,Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.51625,-73.55495,True
New York,Manhattan,Upper West Side,New York,United States,US,Point,40.79208,-73.96482,True
Mecidiyekoy,Şişli,Sisli,Istanbul,Turkey,TR,Point,41.06422,28.99911,False
Queens,Astoria,Astoria,New York,United States,US,Point,40.76964,-73.92117,True
Barcelona,Ciutat Vella,el Barri Gòtic,Barcelona,Spain,ES,Point,41.37903,2.17877,True
Queens,Queens,Long Island City,New York,United States,US,Point,40.76485,-73.93959,True
Hong Kong,Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28515,114.15037,True
Barcelona,Eixample,Sant Antoni,Barcelona,Spain,ES,Point,41.37587,2.15375,True
Rio de Janeiro,Barra da Tijuca,Jacarepaguá,Rio De Janeiro,Brazil,BR,Point,-22.970523926945454,-43.39842206377968,True
Rio de Janeiro,Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.980722086375625,-43.18908543651725,False
Brooklyn ,Brooklyn,Crown Heights,New York,United States,US,Point,40.672,-73.94247,False
Honolulu,Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28572,-157.83857,True
