street,suburb,government_area,market,country,country_code,type,Latitude,Longitude,is_location_exact
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.965623291833747,-43.18364483691549,True
"Santo Tirso, Porto, Portugal",,"St. Tirso, Couto (S. Cristina e S. Miguel) e Burgães",Porto,Portugal,PT,Point,41.33714,-8.477,False
"Waialua, HI, United States",North Shore,North Shore Oahu,Oahu,United States,US,Point,21.57958,-158.17481,True
"Espinho, Aveiro, Portugal",,Espinho,Porto,Portugal,PT,Point,41.00943,-8.64026,False
"Lahaina, HI, United States",Westside,Lahaina,Maui,United States,US,Point,20.99393,-156.66815,True
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.71424,-73.9664,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.948858918144378,-43.18574483607384,True
"Kaaawa, HI, United States",Oʻahu,Koolauloa,Oahu,United States,US,Point,21.55359,-157.85218,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.964291231055718,-43.17891807417986,False
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28855,114.14315,True
"Başakşehir, İstanbul, Turkey",,Basaksehir,Istanbul,Turkey,TR,Point,41.09937,28.80001,False
"Rio de Janeiro, RJ, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,Point,-22.91397733868619,-43.18800413289652,True
"Hong Kong Island, Hong Kong Island, Hong Kong",Sai Ying Pun,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28586,114.14311,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98521721608299,-43.20070227223089,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.015724648126966,-43.30223274973709,True
"Kailua, HI, United States",Kailua,Koolaupoko,Oahu,United States,US,Point,21.4094,-157.74532,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,Point,-22.927833288976863,-43.17260649652285,True
"Lahaina, HI, United States",Westside,Lahaina,Maui,United States,US,Point,20.93332,-156.68654,False
"Istanbul, Istanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.0314,28.98158,True
"Montréal, Québec, Canada",Rosemont-La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54144,-73.58808,True
"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.40975,2.17505,True
"Bronx, NY, United States",The Bronx,Fordham,New York,United States,US,Point,40.86533,-73.89713,False
"Barcelona, Catalunya, Spain",Sarrià-Sant Gervasi,el Putxet i el Farró,Barcelona,Spain,ES,Point,41.4025,2.14984,True
"Waialua, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,Point,21.58147,-158.14192,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.970194525506763,-43.185196066971,False
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.52621,-73.5571,True
"Hauula, HI, United States",Ko'olauloa,Koolauloa,Oahu,United States,US,Point,21.61791,-157.91443,True
"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39785,2.17228,False
"Barcelona, Catalunya, Spain",Ciutat Vella,la Barceloneta,Barcelona,Spain,ES,Point,41.3815,2.18864,True
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.71871,-73.96234,False
"Kahuku, HI, United States",Ko'olauloa,Koolauloa,Oahu,United States,US,Point,21.69891,-157.99459,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.2853,114.14609,True
"Porto, Porto, Portugal",,Paranhos,Porto,Portugal,PT,Point,41.17034,-8.61182,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Flamengo,Flamengo,Rio De Janeiro,Brazil,BR,Point,-22.93408989604882,-43.176782067626476,False
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.5369,-73.58217,True
"Barcelona , Catalunya, Spain",Sant Martí,el Besòs i el Maresme,Barcelona,Spain,ES,Point,41.41004,2.22733,False
"Porto, Porto, Portugal",,"Aldoar, Foz do Douro e Nevogilde",Porto,Portugal,PT,Point,41.14858,-8.66899,False
"Barcelona, Catalunya, Spain",L'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.39367,2.14969,True
"Rio de Janeiro, Rio de Janeiro, Brazil",,Gávea,Rio De Janeiro,Brazil,BR,Point,-22.980457717563553,-43.23561955660127,True
"New York, NY, United States",West Village,West Village,New York,United States,US,Point,40.73523,-74.00255,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28458,114.15013,True
"Outremont, QC, Canada",Outremont,Outremont,Montreal,Canada,CA,Point,45.51719,-73.61799,True
"New York, NY, United States",Manhattan,Midtown,New York,United States,US,Point,40.76382,-73.98007,True
"Hawi, HI, United States",Island of Hawaiʻi,North Kohala,The Big Island,United States,US,Point,20.21631,-155.83072,True
"Barcelona, Catalunya, Spain",Sants-Montjuïc,Sants - Badal,Barcelona,Spain,ES,Point,41.37419,2.12841,True
"Pepeekeo, HI, United States",Hilo,South Hilo,The Big Island,United States,US,Point,19.86134,-155.09392,True
"Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,Point,-33.91446,151.24591,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.011038238562968,-43.32853022489558,False
"Waimea, HI, United States",Island of Hawaiʻi,South Kohala,The Big Island,United States,US,Point,19.94625,-155.85528,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,Point,-22.98223425028271,-43.19853373911537,False
"Princeville, HI, United States",Kauaʻi,North Shore Kauai,Kauai,United States,US,Point,22.22274,-159.47746,True
"Barcelona, Catalunya, Spain",El Poble-sec,el Poble Sec,Barcelona,Spain,ES,Point,41.37391,2.1633,False
"Waialua, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,Point,21.56933,-158.111,True
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.27982,-157.82313,True
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.70778,-73.94884,False
"Montréal, Québec, Canada",Verdun,Verdun,Montreal,Canada,CA,Point,45.45145,-73.57098,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.4971,-73.58133,True
"Hong Kong, Hong Kong Island, Hong Kong",Eastern District,Eastern,Hong Kong,Hong Kong,HK,Point,22.28933,114.19362,True
"Montréal, Québec, Canada",Westmount,Westmount,Montreal,Canada,CA,Point,45.48849,-73.6053,True
"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,Point,-33.88424,151.2154,True
"Barcelona, Cataluña, Catalonia, Spain",Sant Martí,el Clot,Barcelona,Spain,ES,Point,41.40625,2.19013,True
"New York, NY, United States",Harlem,Harlem,New York,United States,US,Point,40.81156,-73.94571,True
"New York, NY, United States",Manhattan,Harlem,New York,United States,US,Point,40.81036,-73.94504,True
"Wailuku, HI, United States",Maui,Kihei-Makena,Maui,United States,US,Point,20.79562,-156.50624,True
"Rio, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.975088596882877,-43.18774737406539,True
"Hong Kong, Hong Kong Island, Hong Kong",Southern District,Southern,Hong Kong,Hong Kong,HK,Point,22.23514,114.2265,False
"Honolulu, HI, United States",Kaimuki,Primary Urban Center,Oahu,United States,US,Point,21.29329,-157.78624,True
"New York, NY, United States",Manhattan,Kips Bay,New York,United States,US,Point,40.73806,-73.98087,False
"Koloa, HI, United States",Kauaʻi,Koloa-Poipu,Kauai,United States,US,Point,21.87529,-159.44913,False
"istanbul, İstanbul, Turkey",,Bahcelievler,Istanbul,Turkey,TR,Point,41.00258,28.8721,False
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.27906,-157.82213,True
"Montréal, Québec, Canada",Outremont,Outremont,Montreal,Canada,CA,Point,45.52445,-73.61179,True
"Barcelona, Catalunya, Spain",Sant Pere/Santa Caterina,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,Point,41.3859,2.18227,False
"Barcelona, Catalunya, Spain",Sant Gervasi - la Bonanova,"Vallvidrera, el Tibidabo i les Planes",Barcelona,Spain,ES,Point,41.41753,2.11732,False
"Redfern, NSW, Australia",Redfern,Sydney,Sydney,Australia,AU,Point,-33.89368,151.20036,True
"Beşiktaş, İstanbul, Turkey",Ortaköy,Besiktas,Istanbul,Turkey,TR,Point,41.04834,29.02695,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49484,-73.58,True
"Montréal, Québec, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53431,-73.57534,True
"Barcelona, Catalunya, Spain",Sants-Montjuïc,Sants,Barcelona,Spain,ES,Point,41.37549,2.13237,False
"New York , NY, United States",Upper East Side,Upper East Side,New York,United States,US,Point,40.7739,-73.94782,False
"Maroubra, NSW, Australia",Kingsford,Randwick,Sydney,Australia,AU,Point,-33.93316,151.23721,True
"Hong Kong, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,Point,22.28754,114.14587,True
"Barcelona, Catalonia, Spain",L'Antiga Esquerra de l'Eixample,l'Antiga Esquerra de l'Eixample,Barcelona,Spain,ES,Point,41.39106,2.1509,True
"Rio de Janeiro, Rio de Janeiro, Brazil",,Curicica,Rio De Janeiro,Brazil,BR,Point,-22.961232291647896,-43.39573210119065,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14442,-8.61234,False
"Beşiktaş, İstanbul, Turkey",Beşiktaş,Besiktas,Istanbul,Turkey,TR,Point,41.06944,29.04246,False
"Montréal, Québec, Canada",Le Plateau,Ville-Marie,Montreal,Canada,CA,Point,45.5301,-73.56211,True
"Rose Bay, NSW, Australia",Rose Bay/Dover Heights,Woollahra,Sydney,Australia,AU,Point,-33.87128,151.27395,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15095,-8.61799,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49455,-73.57844,True
"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00488,28.96755,False
"Brooklyn, NY, United States",Park Slope,Park Slope,New York,United States,US,Point,40.67148,-73.97479,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14469,-8.61285,False
"Kings Langley, NSW, Australia",,Blacktown,Sydney,Australia,AU,Point,-33.76119,150.95347,True
"Kağıthane, İstanbul, Turkey",Şişli,Kagithane,Istanbul,Turkey,TR,Point,41.08101,29.00439,False
"Lahaina, HI, United States",Napili/Honokowai,Lahaina,Maui,United States,US,Point,20.98825,-156.66581,True
"New York, NY, United States",East Harlem,East Harlem,New York,United States,US,Point,40.79324,-73.94037,True
"Barcelona, Catalunya, Spain",El Poble-sec,el Poble Sec,Barcelona,Spain,ES,Point,41.37339,2.16296,True
"Tamarama, NSW, Australia",Tamarama,Waverley,Sydney,Australia,AU,Point,-33.89868,151.27248,True
"Kowloon, Hong Kong, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.29879,114.17509,False
"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,Point,40.70953,-73.96445,True
"Hilo, HI, United States",Hilo,South Hilo,The Big Island,United States,US,Point,19.71375,-155.0728,True
"Bondi Beach, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,Point,-33.88816,151.27836,True
"Beyoğlu, İstanbul, Turkey",Cihangir,Beyoglu,Istanbul,Turkey,TR,Point,41.03315,28.98387,True
"Montreal, QC, Canada",La Petite-Patrie,Rosemont-La Petite-Patrie,Montreal,Canada,CA,Point,45.54842,-73.59605,True
"Eyüp, İstanbul, Turkey",Beyoglu,Eyup,Istanbul,Turkey,TR,Point,41.05807,28.93928,True
"Wan Chai, Hong Kong Island, Hong Kong",Wan Chai,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.2751,114.16853,False
"İstanbul, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,Point,41.0383,28.97342,True
"Perafita, Portugal",,"Perafita, Lavra e Santa Cruz do Bispo",Porto,Portugal,PT,Point,41.22715,-8.71786,False
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14427,-8.61549,False
"Barcelona, Catalunya, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.38926,2.1644,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.1584,-8.60792,True
"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.68887,-73.92903,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.1432,-8.61803,True
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.31184,-157.85228,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,Point,-22.912102434375207,-43.184613548819904,True
"Rosebery, NSW, Australia",Rosebery,Sydney,Sydney,Australia,AU,Point,-33.91585,151.20181,True
"Brooklyn, NY, United States",Crown Heights,Crown Heights,New York,United States,US,Point,40.67034,-73.93902,True
"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,Point,22.30908,114.17062,True
"Bellevue Hill, NSW, Australia",Bellevue Hill,Woollahra,Sydney,Australia,AU,Point,-33.87964,151.25417,False
"Waialua, HI, United States",North Shore,North Shore Oahu,Oahu,United States,US,Point,21.57918,-158.15725,True
"Haiku-Pauwela, HI, United States",Maui,Paia-Haiku,Maui,United States,US,Point,20.91468,-156.32303,True
"Porto, Porto District, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15772,-8.61302,True
"New York, NY, United States",Manhattan,Upper East Side,New York,United States,US,Point,40.76816,-73.9619,False
"Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,Point,-33.91571,151.24573,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.005036413240408,-43.330768475860374,False
"Barcelona, Catalunya, Spain",La Sagrada Família,la Sagrada Família,Barcelona,Spain,ES,Point,41.40631,2.17178,True
"Staten Island, NY, United States",Great Kills,Eltingville,New York,United States,US,Point,40.54106,-74.14666,True
"Fatih, İstanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,Point,41.00629,28.96917,False
"Mascot, NSW, Australia",Mascot,Botany Bay,Sydney,Australia,AU,Point,-33.92391,151.18622,False
"Volcano, HI, United States",Island of Hawaiʻi,Kau,The Big Island,United States,US,Point,19.44145,-155.28143,True
"Porto, Porto, Portugal",,Paranhos,Porto,Portugal,PT,Point,41.16256,-8.60569,False
"Montréal, Québec, Canada",Villeray-Saint-Michel-Parc-Extension,Villeray-Saint-Michel-Parc-Extension,Montreal,Canada,CA,Point,45.54517,-73.61051,True
"香港, 香港, Hong Kong",Sham Shui Po District,Sham Shui Po,Hong Kong,Hong Kong,HK,Point,22.33107,114.16676,False
"Bronte, NSW, Australia",Bronte,Waverley,Sydney,Australia,AU,Point,-33.90277,151.26372,True
"Istanbul, Istanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.96826,29.10186,False
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.8949,151.2729,True
"Brooklyn, NY, United States",Brooklyn,Bushwick,New York,United States,US,Point,40.68844,-73.90531,True
"Wanchai, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27735,114.17511,False
"Surry Hills, NSW, Australia",Surry Hills,Sydney,Sydney,Australia,AU,Point,-33.88871,151.21271,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14543,-8.61062,True
"Glebe, NSW, Australia",Glebe,Sydney,Sydney,Australia,AU,Point,-33.88081,151.18334,True
"Porto, Porto District, Portugal",,Bonfim,Porto,Portugal,PT,Point,41.15227,-8.59971,False
"Barcelona, Catalonia, Spain",Dreta de l'Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39044,2.17689,False
"North Bondi, NSW, Australia",North Bondi,Waverley,Sydney,Australia,AU,Point,-33.88472,151.27247,True
"Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,Point,-33.79309,151.28247,False
"Woodside, NY, United States",Maspeth,Maspeth,New York,United States,US,Point,40.73732,-73.90168,True
"Barcelona, CT, Spain",Eixample,la Dreta de l'Eixample,Barcelona,Spain,ES,Point,41.39574,2.17652,True
"Manly, NSW, Australia",Manly,Manly,Sydney,Australia,AU,Point,-33.79106,151.27912,True
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.2855,-157.83398,True
"Council of the City of Sydney, NSW, Australia",Central Business District,Sydney,Sydney,Australia,AU,Point,-33.86119,151.20532,False
"New York, NY, United States",Manhattan,Chinatown,New York,United States,US,Point,40.71542,-73.99045,True
"Kensington, NSW, Australia",Kensington,Randwick,Sydney,Australia,AU,Point,-33.91078,151.22424,False
"Ewa Beach, HI, United States",Leeward Side,Ewa,Oahu,United States,US,Point,21.31369,-158.00071,True
"Rio de Janeiro, Rio de Janeiro, Brazil",,Copacabana,Rio De Janeiro,Brazil,BR,Point,-22.968458869372075,-43.18626151607529,False
"Montreal, QC, Canada",Gay Village,Ville-Marie,Montreal,Canada,CA,Point,45.51836,-73.55957,True
"Malabar, NSW, Australia",Malabar,Randwick,Sydney,Australia,AU,Point,-33.96629,151.25151,True
"Kailua-Kona, HI, United States",Kailua/Kona,North Kona,The Big Island,United States,US,Point,19.61387,-155.98172,False
"Honolulu, HI, United States",Diamond Head/Kapahulu/St. Louis Heights,Primary Urban Center,Oahu,United States,US,Point,21.27219,-157.81261,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Botafogo,Botafogo,Rio De Janeiro,Brazil,BR,Point,-22.95364609257584,-43.188756774363775,False
"Montreal, QC, Canada",Le Plateau,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.51895,-73.56963,True
"Brooklyn, NY, United States",Bushwick,Bushwick,New York,United States,US,Point,40.69912,-73.93508,False
"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,Point,19.72866,-155.98373,True
"Barcelona, Catalunya, Spain",Vila de Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,Point,41.39696,2.15555,True
"Brooklyn , NY, United States",Brooklyn,Crown Heights,New York,United States,US,Point,40.67638,-73.91578,False
"Petersham, NSW, Australia",Petersham,Marrickville,Sydney,Australia,AU,Point,-33.89618,151.1561,True
"Palm Beach, NSW, Australia",Palm Beach,Pittwater,Sydney,Australia,AU,Point,-33.61089,151.32905,False
"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,Point,41.40775,2.17784,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Lapa,Centro,Rio De Janeiro,Brazil,BR,Point,-22.914654742193676,-43.18801158197427,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.15101,-8.60825,True
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28582,-157.83903,True
"Montréal, Québec, Canada",Quartier des Spectacles,Ville-Marie,Montreal,Canada,CA,Point,45.51301,-73.55963,True
"Bundeena, NSW, Australia",,Sutherland Shire,Sydney,Australia,AU,Point,-34.084,151.15653,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49545,-73.58089,True
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.72149,-73.96174,True
"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,Point,41.38052,2.17934,False
"Eyüp , İstanbul, Turkey",Fatih,Eyup,Istanbul,Turkey,TR,Point,41.04209,28.93406,False
"Honolulu, HI, United States",Liliha/Kapalama,Primary Urban Center,Oahu,United States,US,Point,21.34049,-157.84952,True
"Rushcutters Bay, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.8771,151.22814,True
"G.O.Paşa, İstanbul, Turkey",,Gaziosmanpasa,Istanbul,Turkey,TR,Point,41.06292,28.9258,False
"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.57833,-155.04581,True
"Leblon, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.984457092984496,-43.216710435896395,True
"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,Point,45.53454,-73.57684,True
"Ataşehir, İstanbul, Turkey",Kadıköy,Atasehir,Istanbul,Turkey,TR,Point,40.99609,29.08361,False
"Burgazada , İstanbul, Turkey",,Adalar,Istanbul,Turkey,TR,Point,40.88288,29.06121,False
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49533,-73.5699,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.49243,-73.57005,True
"Panania, NSW, Australia",Revesby,Bankstown,Sydney,Australia,AU,Point,-33.9544,151.00705,True
"Enmore, NSW, Australia",Newtown/Enmore,Marrickville,Sydney,Australia,AU,Point,-33.90135,151.17563,True
"Póvoa de Varzim, Porto, Portugal",,"Póvoa de Varzim, Beiriz e Argivai",Porto,Portugal,PT,Point,41.37261,-8.76167,False
"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,Point,19.42905,-155.22552,False
"Kapaa, HI, United States",Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.05558,-159.32462,True
"Brooklyn, NY, United States",Bedford-Stuyvesant,Bedford-Stuyvesant,New York,United States,US,Point,40.69092,-73.92866,True
"Leblon, State of Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.986311751432236,-43.22575981948327,False
"Barcelona, Catalunya, Spain",Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Barcelona,Spain,ES,Point,41.38542,2.18067,True
"Zetland, NSW, Australia",Zetland,Sydney,Sydney,Australia,AU,Point,-33.90502,151.20954,True
"New York, NY, United States",Manhattan,Harlem,New York,United States,US,Point,40.81749,-73.94315,True
"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,Point,41.14974,-8.60525,False
"Kailua, HI, United States",Oʻahu,Koolaupoko,Oahu,United States,US,Point,21.38546,-157.73049,True
"Paia, HI, United States",Maui,Paia-Haiku,Maui,United States,US,Point,20.90555,-156.37272,True
"Montréal, QC, Canada",Outremont,Outremont,Montreal,Canada,CA,Point,45.51693,-73.59851,True
"Honolulu, HI, United States",Honolulu,Primary Urban Center,Oahu,United States,US,Point,21.28588,-157.83365,True
"Wan Chai District, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.2779,114.17739,False
"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,Point,-23.011040795968057,-43.35499632022474,True
"Sydney, NSW, Australia",Central Business District,Sydney,Sydney,Australia,AU,Point,-33.87815,151.21023,True
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.51525,-73.55529,True
"Brooklyn, NY, United States",Crown Heights,Crown Heights,New York,United States,US,Point,40.66838,-73.93134,True
"Eastwood, NSW, Australia",,Ryde,Sydney,Australia,AU,Point,-33.79841,151.07671,True
"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,Point,-22.984971035527924,-43.22694156300586,True
"Kapaa, HI, United States",Kauaʻi,Kapaa-Wailua,Kauai,United States,US,Point,22.05299,-159.33306,False
"Surry Hills, NSW, Australia",Darlinghurst,Sydney,Sydney,Australia,AU,Point,-33.87897,151.21538,False
"Lahaina, HI, United States",Kaanapali,Lahaina,Maui,United States,US,Point,20.95134,-156.68832,True
"Hong Kong, Hong Kong Island, Hong Kong",Wan Chai District,Wan Chai,Hong Kong,Hong Kong,HK,Point,22.27564,114.16813,True
"Pyrmont, NSW, Australia",Pyrmont,Sydney,Sydney,Australia,AU,Point,-33.87175,151.19396,True
"Randwick, NSW, Australia",Randwick,Randwick,Sydney,Australia,AU,Point,-33.92244,151.24527,False
"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,Point,40.71749,-73.95246,True
"New York, NY, United States",Manhattan,Harlem,New York,United States,US,Point,40.82184,-73.95031,True
"New York, NY, United States",Washington Heights,Washington Heights,New York,United States,US,Point,40.84862,-73.93299,False
"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,Point,21.26749,-157.78819,False
"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,Point,19.58556,-155.96845,True
"Avalon Beach, NSW, Australia",Avalon,Pittwater,Sydney,Australia,AU,Point,-33.63131,151.32562,False
"New York, NY, United States",Upper West Side,Upper West Side,New York,United States,US,Point,40.79449,-73.97347,True
"İstanbul, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,Point,40.96469,29.07722,False
"Bondi Beach, NSW, Australia",Bondi Beach,Waverley,Sydney,Australia,AU,Point,-33.88709,151.26919,True
"Petersham, NSW, Australia",Petersham,Marrickville,Sydney,Australia,AU,Point,-33.89753,151.15609,True
"Kamuela, HI, United States",Island of Hawaiʻi,South Kohala,The Big Island,United States,US,Point,19.997,-155.81746,False
"Montréal, Québec, Canada",Downtown Montreal,Ville-Marie,Montreal,Canada,CA,Point,45.52141,-73.56503,True
"Kailua-Kona, HI, United States",Island of Hawaiʻi,North Kona,The Big Island,United States,US,Point,19.61006,-155.97896,True
"New York, NY, United States",Manhattan,Lower East Side,New York,United States,US,Point,40.71916,-73.99229,True
"Rydalmere, NSW, Australia",,Parramatta,Sydney,Australia,AU,Point,-33.81454,151.04927,False
